Rk,Player,Class,Season,Pos,School,Conf,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
493,Franko House\franko-house-1,SR,2016-17,F,Ball State,MAC,25.7,4.8,9,4.3,7.7,0.5,1.3,3,3.7,2.5,3.9,6.3,2.2,0.3,0.6,2.2,3.3,13,81.08108108,53.33333333,38.46153846
494,Sam Hunt\sam-hunt-1,JR,2016-17,G,North Carolina A&T,MEAC,34.7,4.2,10.8,1.9,4.2,2.3,6.6,2.3,2.4,0.2,1.7,1.8,1.9,0.7,0,2.5,1.7,13,95.83333333,38.88888889,34.84848485
495,Anthony Lamb\anthony-lamb-2,FR,2016-17,F,Vermont,AEC,21.2,4.5,9,4,7.7,0.4,1.3,2.3,3.1,2,3.2,5.3,0.6,0.5,1.1,2.2,2.7,11.7,74.19354839,50,30.76923077
496,Marc Loving\marc-loving-1,SR,2016-17,F,Ohio State,Big Ten,33.4,4,9.2,2.2,4.6,1.8,4.7,2.7,3.7,1.2,3.6,4.9,2,0.4,0.6,2.7,2.3,12.6,72.97297297,43.47826087,38.29787234
497,Brian Parker\brian-parker-2,SO,2016-17,G,Marist,MAAC,30.7,4.2,9.4,3.8,8.1,0.4,1.3,3.7,5.7,0.9,4.8,5.7,3,0.8,0,3.2,2.2,12.6,64.9122807,44.68085106,30.76923077
498,Shane Whitfield\shane-whitfield-1,JR,2016-17,F,Campbell,Big South,27.5,3.7,8.2,3.7,7.9,0,0.3,5.1,6.8,1,3.1,4.2,1.7,0.7,0.3,2.4,2.9,12.6,75,45.12195122,0
499,Jeremy Hemsley\jeremy-hemsley-1,SO,2016-17,G,San Diego State,MWC,29.3,4.9,11.6,3,6.7,1.9,4.9,2.4,3.6,0.6,2,2.6,2.3,0.7,0.4,2,2,14.1,66.66666667,42.24137931,38.7755102
500,Luke Kornet\luke-kornet-1,SR,2016-17,F,Vanderbilt,SEC,30.9,4.3,10,2.7,5.5,1.6,4.6,3.4,4,1.8,4,5.7,1.4,0.5,1.8,1.5,2.3,13.5,85,43,34.7826087
501,Scottie Lindsey\scottie-lindsey-1,JR,2016-17,G,Northwestern,Big Ten,31.3,5.5,12.4,3.5,6.7,2,5.7,2.3,2.7,0.6,3.7,4.3,2.5,1.2,0.3,1.5,2.5,15.4,85.18518519,44.35483871,35.0877193
502,Ivan Rabb\ivan-rabb-1,SO,2016-17,F,University of California,Pac-12,32.8,5.2,10.1,4.9,9.5,0.3,0.6,4.1,6.3,3,7.6,10.6,1.7,0.7,1.2,2.2,3.3,14.7,65.07936508,51.48514851,50
503,Darrell Brown\darrell-brown-1,FR,2016-17,G,Bradley,MVC,30.6,3.8,9.9,2.4,6,1.4,3.9,3.1,4,0.2,2.1,2.3,2.7,0.6,0.1,2.9,2.1,12,77.5,38.38383838,35.8974359
504,Daniel Dingle\daniel-dingle-1,SR,2016-17,G,Temple,AAC,35,4,9.9,2.1,5.3,1.8,4.7,2.7,3.9,1.1,3.3,4.5,3.4,1,0.5,2.6,2.3,12.5,69.23076923,40.4040404,38.29787234
505,Malcolm Drumwright\malcolm-drumwright-1,JR,2016-17,G,Jacksonville State,OVC,32.9,4.3,10.4,2.6,5.8,1.7,4.5,1.9,2.5,0.3,2.1,2.4,4,0.6,0.2,2.7,2.7,12,76,41.34615385,37.77777778
506,Damiyne Durham\damiyne-durham-1,SO,2016-17,G,Cal State Bakersfield,WAC,20.2,5.2,12.5,2.1,4,3,8.5,0.7,1,0.8,1.6,2.4,0.7,1.4,0.3,1.4,1,14,70,41.6,35.29411765
507,Jalone Friday\jalone-friday-1,FR,2016-17,C,Abilene Christian,Southland,22.6,5,9.3,3.5,6.1,1.5,3.2,2.6,3.2,1.6,4,5.7,0.3,0.5,1.4,1.6,3.8,14,81.25,53.76344086,46.875
508,Glenn Sanabria\glenn-sanabria-1,SO,2016-17,G,St. Francis (NY),NEC,33.3,4,12.1,1.6,5.1,2.4,7,2,2.7,0.7,1.3,2,2.7,1.2,0.2,1.5,2.4,12.5,74.07407407,33.05785124,34.28571429
509,Gian Clavell\gian-clavell-1,SR,2016-17,G,Colorado State,MWC,35.8,6.6,15.2,4.1,8.9,2.5,6.3,2.9,4.4,1.3,4.9,6.3,1.7,1.7,0.6,1.9,2.2,18.7,65.90909091,43.42105263,39.68253968
510,Bronson Koenig\bronson-koenig-1,SR,2016-17,G,Wisconsin,Big Ten,30.6,4.7,11.2,2.1,4.5,2.6,6.7,1.5,1.7,0.2,2.2,2.4,2.2,0.6,0.2,1.4,1.6,13.4,88.23529412,41.96428571,38.80597015
511,Jaren Lewis\jaren-lewis-1,SO,2016-17,G,Abilene Christian,Southland,33.7,5,9.8,4.7,8.7,0.3,1.1,3.6,5,1.4,5.4,6.8,2.3,2,0.5,2.6,2.6,14,72,51.02040816,27.27272727
512,Canyon Barry\canyon-barry-1,SR,2016-17,G,Florida,SEC,22.3,4,9.3,2.6,5.3,1.4,4,3.9,4.4,1.1,2.1,3.2,0.6,0.6,0.4,0.9,1.2,13.4,88.63636364,43.01075269,35
513,Jordan McLaughlin\jordan-mclaughlin-1,JR,2016-17,G,Southern California,Pac-12,33.7,4.3,9.4,3,6.3,1.3,3.2,3,3.8,0.7,2.6,3.3,5.1,1.3,0.2,2.3,1,12.9,78.94736842,45.74468085,40.625
514,De'Sean Parsons\desean-parsons-1,SR,2016-17,F,Portland State,Big Sky,30,5.7,11,5.1,9.5,0.5,1.5,2.7,5.3,1.9,4.5,6.3,2.7,1.4,0.7,2.7,2.3,14.6,50.94339623,51.81818182,33.33333333
515,Pancake Thomas\cleveland-thomas-1,SR,2016-17,G,Western Kentucky,CUSA,34.9,4.6,11.4,2.4,5.4,2.2,6,2,2.5,0.8,2.6,3.3,2.6,0.9,0,1.4,1.4,13.4,80,40.35087719,36.66666667
516,Justin Bibbins\justin-bibbins-1,JR,2016-17,G,Long Beach State,Big West,32.2,4.2,10.3,2.7,6.3,1.5,3.9,2.9,3.4,0.7,2.6,3.3,4.3,1.4,0,3,2.9,12.8,85.29411765,40.77669903,38.46153846
517,Ahmad Caver\ahmad-caver-1,SO,2016-17,G,Old Dominion,CUSA,35.2,4.2,11.6,2,5.6,2.2,6,2.9,4.5,0.6,3,3.6,4.5,1.2,0.2,2,1.9,13.4,64.44444444,36.20689655,36.66666667
518,Clayton Custer\clayton-custer-1,JR,2016-17,G,Loyola (IL),MVC,31.4,4.2,8.8,2.3,4.4,1.9,4.4,1.7,2.2,0.4,2,2.4,3.1,1.1,0.1,1.7,2.3,11.9,77.27272727,47.72727273,43.18181818
519,Julian Eleby\julian-eleby-1,SR,2016-17,G,Virginia Military Institute,Southern,31.6,4.2,10.9,1.9,3.8,2.4,7.1,2.5,3.2,0.7,4.2,5,2.3,1.1,0.2,2.3,1.5,13.4,78.125,38.53211009,33.8028169
520,Davon Hayes\davon-hayes-1,JR,2016-17,F,Southeastern Louisiana,Southland,26,4.2,10.5,2.3,5.6,1.9,4.9,2.5,3.3,0.9,3,3.8,1.8,0.8,0.3,2.2,2.1,12.8,75.75757576,40,38.7755102
521,Nick Masterson\nick-masterson-1,JR,2016-17,G,Kennesaw State,A-Sun,30.4,4.4,9.1,1.6,3.9,2.7,5.3,0.9,1.1,0.9,1.5,2.4,3,0.8,0.1,1,1.8,12.4,81.81818182,48.35164835,50.94339623
522,R.J. White\rj-white-2,SR,2016-17,C,North Carolina-Greensboro,Southern,24.5,4.9,8.9,4.6,7.8,0.3,1.1,2.2,3.6,2.1,4.3,6.4,1.3,0.9,0.9,2.1,3.1,12.4,61.11111111,55.05617978,27.27272727
523,Keyshawn Woods\keyshawn-woods-1,SO,2016-17,G,Wake Forest,ACC,30.3,4.7,9.2,3,5.7,1.7,3.5,1.9,2.4,0.7,3.7,4.4,3.6,0.6,0,1.7,2.6,12.8,79.16666667,51.08695652,48.57142857
524,Curtis Cobb\curtis-cobb-1,SO,2016-17,G,Fairfield,MAAC,30.7,5.2,12,3.1,6.7,2.1,5.4,1.4,2.2,0.5,3.7,4.2,2.2,1,0.5,2.5,2.1,13.9,63.63636364,43.33333333,38.88888889
525,Hayden Dalton\hayden-dalton-1,JR,2016-17,F,Wyoming,MWC,26.2,3.6,8.5,2.5,4.5,1.1,4,3.9,4.7,1.6,6.9,8.5,2.7,0.5,0.9,2.7,2.6,12.3,82.9787234,42.35294118,27.5
526,Deon Edwin\deon-edwin-1,SR,2016-17,G,Kent State,MAC,27.5,4.6,9.8,3.6,6.8,1,2.9,2.7,3.5,1.7,3.1,4.8,2.3,1.3,0.4,2.2,2.5,12.8,77.14285714,46.93877551,34.48275862
527,Tra-Deon Hollins\tra-deon-hollins-1,SR,2016-17,G,Nebraska-Omaha,Summit,32.2,4.3,10.1,3.3,6.7,1,3.4,3.2,4,0.8,4.2,4.9,6.8,3.2,0.2,4,2.9,12.8,80,42.57425743,29.41176471
528,Tahjere McCall\tahjere-mccall-1,SR,2016-17,G,Tennessee State,OVC,31.4,4.7,10.7,4.3,9.3,0.4,1.5,4.6,7.5,1.6,3.3,4.9,5,3,0.5,3.7,3.3,14.5,61.33333333,43.92523364,26.66666667
529,Jon Severe\jon-severe-1,SR,2016-17,G,Iona,MAAC,27.5,4.2,8.8,2.1,4.2,2.1,4.6,1.9,2.2,0.7,3.2,3.9,2.1,0.7,0.1,2,2.1,12.3,86.36363636,47.72727273,45.65217391
530,Lamar Stevens\lamar-stevens-1,FR,2016-17,F,Penn State,Big Ten,26.4,4.3,9.7,4.1,9,0.2,0.7,3.5,4.5,1.7,4,5.7,1.7,0.6,0.6,2,2.8,12.3,77.77777778,44.32989691,28.57142857
531,Stephen Thompson Jr.\stephen-thompsonjr-1,SO,2016-17,G,Oregon State,Pac-12,36.6,5.9,14.6,3.8,8.3,2.1,6.3,2.9,4.8,1.2,3.3,4.4,3.4,1.5,0.2,2.7,2.3,16.7,60.41666667,40.4109589,33.33333333
532,Isaiah Briscoe\isaiah-briscoe-1,SO,2016-17,G,Kentucky,SEC,31.2,5,10.6,4.5,8.8,0.6,1.8,3.2,4.7,1.5,3.9,5.4,4.5,0.9,0.2,2.6,2.5,13.8,68.08510638,47.16981132,33.33333333
533,Tyler Davis\tyler-davis-5,SO,2016-17,C,Texas A&M,SEC,25.2,5.3,8.5,5.3,8.5,0,0,3.3,5,3.1,4.1,7.2,1.5,0.5,1,2.8,2.6,13.8,66,62.35294118,0
534,Manu Lecomte\manu-lecomte-1,JR,2016-17,G,Baylor,Big 12,30.3,4,9.1,1.8,3.9,2.2,5.2,2.5,3,0.2,1.7,1.9,4.1,1,0.1,2.3,2,12.8,83.33333333,43.95604396,42.30769231
535,Prentiss Nixon\prentiss-nixon-1,SO,2016-17,G,Colorado State,MWC,30.8,3.9,10.1,2.5,5.9,1.4,4.3,3.1,3.8,0.4,2.1,2.5,2.3,0.8,0.1,1.9,2.7,12.3,81.57894737,38.61386139,32.55813953
536,Ken Williams\ken-williams-1,SR,2016-17,G,South Alabama,Sun Belt,28.7,4.4,12,2.9,6.2,1.5,5.8,3,3.5,0.6,2.2,2.8,3.3,0.7,0.2,1.8,1.4,13.3,85.71428571,36.66666667,25.86206897
537,Justin Alston\justin-alston-1,SR,2016-17,F,Boston University,Patriot,23,5,8.4,5,8.4,0,0,2.3,3.1,2,4,6.1,0.6,0.4,0.6,1.7,2.6,12.3,74.19354839,59.52380952,0
538,Cameron Jackson\cameron-jackson-1,SO,2016-17,F,Wofford,Southern,20.8,4.9,8.6,4.8,8.5,0,0.1,2.1,3.2,2.2,3.2,5.4,1.5,1.3,0.8,1.9,3.6,11.8,65.625,56.97674419,0
539,Markis McDuffie\markis-mcduffie-1,SO,2016-17,F,Wichita State,MVC,25.1,3.8,7.9,2.9,5.5,0.9,2.5,3.3,4.1,1.6,4.3,5.9,2,1.2,0.3,1.6,2,11.8,80.48780488,48.10126582,36
540,Austin Price\austin-price-1,SR,2016-17,G,Lehigh,Patriot,30.5,4.4,9.5,2.2,4.1,2.2,5.4,1.7,2.2,0.7,2.8,3.5,1.7,1.4,0.3,1.5,2.3,12.7,77.27272727,46.31578947,40.74074074
541,Zach Smith\zach-smith-1,JR,2016-17,F,Texas Tech,Big 12,31.1,5,9.2,4.4,7.8,0.6,1.4,2.6,3.9,2.7,4.9,7.6,1.3,0.4,1.5,1.8,2.2,13.2,66.66666667,54.34782609,42.85714286
542,Geno Thorpe\geno-thorpe-1,JR,2016-17,G,South Florida,AAC,33.3,4.7,12.5,3.5,9.1,1.2,3.4,3.8,4.4,0.7,2.5,3.1,4.5,1.5,0,2.6,2.6,14.4,86.36363636,37.6,35.29411765
543,Sherron Dorsey-Walker\sherron-dorsey-walker-1,SR,2016-17,G,Oakland,Horizon,32,3.9,10.3,2.1,5.2,1.8,5.1,3.2,4.1,0.7,4.6,5.3,3.6,1.3,0.2,2.2,1.8,12.7,78.04878049,37.86407767,35.29411765
544,Joseph Lopez\joseph-lopez-1,JR,2016-17,F,Sacred Heart,NEC,28.2,5.3,9.5,5.3,9.3,0,0.2,2,3.5,3.2,5.2,8.3,0.7,0.8,1.2,1.7,2.4,12.7,57.14285714,55.78947368,0
545,Jordyn Martin\jordyn-martin-1,SR,2016-17,F,Northern Arizona,Big Sky,30.2,5,9.5,4.7,8.8,0.3,0.7,2.5,3.6,3.7,5.2,8.8,1.2,0.7,0.3,2.1,2.9,12.7,69.44444444,52.63157895,42.85714286
546,Wyatt Walker\wyatt-walker-1,SO,2016-17,C,Samford,Southern,29,4.4,7.7,4.4,7.5,0,0.2,3.8,4.9,2.8,6.8,9.7,1.3,0.7,0.7,2,2.5,12.7,77.55102041,57.14285714,0
547,Edrice Adebayo\edrice-adebayo-1,FR,2016-17,F,Kentucky,SEC,27.8,4.4,7.3,4.4,7.2,0,0,3.9,6.3,3,4.1,7.1,0.8,0.7,1.6,1.6,2.8,12.7,61.9047619,60.2739726,0
548,Johnathan Bell\johnathan-bell-1,SR,2016-17,G,Nicholls State,Southland,31.7,4.6,11.4,3.8,8.4,0.8,3,3.2,4.4,1.5,3.8,5.3,1.5,1.9,0.4,2,2.2,13.2,72.72727273,40.35087719,26.66666667
549,Charles Cooper\charles-cooper-1,SR,2016-17,G,Green Bay,Horizon,26.1,4.2,9.9,4,8.5,0.2,1.4,4.5,6.9,1,3.9,5,1.6,1,0.2,2.6,1.9,13.1,65.2173913,42.42424242,14.28571429
550,Isaiah Hicks\isaiah-hicks-1,SR,2016-17,F,North Carolina,ACC,23.4,4.8,7.9,4.8,7.9,0,0,3,3.7,2,3.5,5.4,1.2,0.3,0.8,1.7,3,12.6,81.08108108,60.75949367,0
551,Brett Bisping\brett-bisping-1,SR,2016-17,F,Siena,MAAC,31.7,4.6,9.7,3.8,7.3,0.8,2.4,2.1,2.9,2.3,6.7,9,1.4,1.3,0.3,2.3,3.2,12.1,72.4137931,47.42268041,33.33333333
552,Dillon Brooks\dillon-brooks-1,JR,2016-17,F,Oregon,Pac-12,23.3,5.3,10.5,3.9,7,1.5,3.5,2.8,3.8,1,2,2.9,3,1.2,0.5,2.3,2.6,14.9,73.68421053,50.47619048,42.85714286
553,Jordan Dartis\jordan-dartis-1,SO,2016-17,G,Ohio,MAC,34.8,4,8.8,1,2.2,3.1,6.7,2.5,2.8,0.1,3.6,3.7,1.8,1.2,0.2,0.9,1.6,13.6,89.28571429,45.45454545,46.26865672
554,Admon Gilder\admon-gilder-1,SO,2016-17,G,Texas A&M,SEC,33.7,4.6,10.3,2.7,5.6,2,4.6,2.4,3.3,1,2.8,3.8,3.9,2.1,0.3,2.5,2.3,13.6,72.72727273,44.66019417,43.47826087
555,Travis Munnings\travis-munnings-1,SO,2016-17,F,Louisiana-Monroe,Sun Belt,33,4.6,10.8,3.2,6.4,1.4,4.4,1.9,3.1,2.3,5.8,8.1,2.1,0.7,0.2,2.2,2.7,12.6,61.29032258,42.59259259,31.81818182
556,Arnaud William Adala Moto\arnaudwilliam-adalamoto-1,JR,2016-17,F,Towson,CAA,25.5,3.7,9.6,3.3,8.1,0.3,1.5,4.4,5.8,2.1,4.4,6.6,1.2,0.8,0.3,1.9,2.9,12.1,75.86206897,38.54166667,20
557,Shep Garner\shep-garner-1,JR,2016-17,G,Penn State,Big Ten,32.5,4,10.3,1.6,3.7,2.4,6.6,1.6,2.1,0.3,2.3,2.5,2.5,1.2,0,1.9,1.9,12.1,76.19047619,38.83495146,36.36363636
558,Yunus Hopkinson\yunus-hopkinson-1,SR,2016-17,G,St. Francis (NY),NEC,29.1,3.6,12.2,1.4,4.3,2.2,7.9,2.1,3,0.6,1.9,2.5,2.2,1,0,2.1,2.3,11.6,70,29.50819672,27.84810127
559,Sterling Brown\sterling-brown-2,SR,2016-17,G,Southern Methodist,AAC,32.3,4.3,9.9,2.8,6.2,1.5,3.7,2,2.6,1.9,5.2,7.1,3.2,1.6,0.6,2.1,2.6,12,76.92307692,43.43434343,40.54054054
560,Chaise Daniels\chaise-daniels-1,JR,2016-17,F,Quinnipiac,MAAC,27.3,5,9.7,5,9.6,0,0.1,2.5,4.2,2.1,3.9,6,1.3,0.5,1.5,2.2,3.3,12.5,59.52380952,51.54639175,0
561,Javier Martinez\javier-martinez-1,SR,2016-17,F,Tennessee-Martin,OVC,27.6,5.3,8.1,5.3,8.1,0,0,1.8,2.3,3.1,5.1,8.2,1.7,0.4,0.4,1.5,2.2,12.5,78.26086957,65.43209877,0
562,Luke Petrasek\luke-petrasek-1,SR,2016-17,F,Columbia,Ivy,28.3,5.5,11.1,3.9,7,1.6,4.1,2.9,3.1,1,5.1,6.2,1.9,1.2,0.7,2.1,2,15.5,93.5483871,49.54954955,39.02439024
563,Francisco Santiago\francisco-santiago-1,JR,2016-17,G,Youngstown State,Horizon,33.8,4.7,10.1,3.6,7.2,1,2.9,1.7,2,1,4.4,5.4,4.9,1.4,0.4,2.2,2.2,12,85,46.53465347,34.48275862
564,T.J. Wallace\tj-wallace-1,SR,2016-17,G,Pacific,WCC,31.9,4.1,10.8,3.3,8.2,0.8,2.6,3.4,4.5,0.7,3.1,3.8,3.3,0.8,0.2,2.3,2.8,12.5,75.55555556,37.96296296,30.76923077
565,Lorenzo Bonam\lorenzo-bonam-1,SR,2016-17,G,Utah,Pac-12,29.4,4.7,8.1,3.8,5.3,0.9,2.8,2.6,3.2,0.5,2.5,3,3,1.2,0.3,2.3,1.8,13,81.25,58.02469136,32.14285714
566,Quadir Welton\quadir-welton-1,SR,2016-17,C,Saint Peter's,MAAC,28.3,4.4,9.5,4.4,9.5,0,0,3.3,5.4,2.2,5.7,8,1.9,0.4,1,2.4,2.5,12,61.11111111,46.31578947,0
567,Abdul-Malik Abu\abdul-malik-abu-1,JR,2016-17,F,North Carolina State,ACC,28.7,4.8,8.7,4.8,8.6,0,0.1,2.3,3.2,2.3,4.6,7,1,0.4,0.9,2.1,3,12,71.875,55.17241379,0
568,Brian Bernardi\brian-bernardi-1,SR,2016-17,G,Hofstra,CAA,34,3.8,10.4,1.4,3.8,2.3,6.5,2.5,2.9,0.3,2.1,2.4,1.8,0.5,0,1.2,1.2,12.4,86.20689655,36.53846154,35.38461538
569,Wesley Iwundu\wesley-iwundu-1,SR,2016-17,F,Kansas State,Big 12,31,4.3,9,3.6,6.9,0.7,2.2,3.1,4.3,1.1,5.1,6.2,3.5,1.2,0.3,2.5,1.7,12.4,72.09302326,47.77777778,31.81818182
570,K.J. Lawson\kj-lawson-1,FR,2016-17,G,Memphis,AAC,34,4.6,11.5,3.8,9.5,0.7,2.1,2.5,3.7,2.5,6,8.6,2.9,0.5,0.5,2.1,2.2,12.4,67.56756757,40,33.33333333
571,Quinterian McConico\quinterian-mcconico-1,SR,2016-17,C,Alabama A&M,SWAC,30.7,6,10.5,6,10.5,0,0,2.1,3.5,2.3,5,7.3,0.7,0.4,0.5,1.7,2.4,14,60,57.14285714,0
572,Jason McManamen\jason-mcmanamen-1,SR,2016-17,G,Wyoming,MWC,33.6,3.4,10.1,1.1,2.9,2.3,7.2,2.7,3.8,0.4,2.9,3.3,2.5,0.6,0,1.3,2.6,12,71.05263158,33.66336634,31.94444444
573,Scoochie Smith\scoochie-smith-1,SR,2016-17,G,Dayton,A-10,30.5,4.4,9.6,2.8,5.4,1.5,4.2,2.7,3.6,0.4,2.8,3.2,4.4,1.6,0.1,2.2,2.5,12.9,75,45.83333333,35.71428571
574,Sam Cassell\sam-cassell-2,SR,2016-17,G,Iona,MAAC,31.9,4,10.3,1.5,3.6,2.5,6.7,1.4,1.7,0.4,2.9,3.3,3.2,0.9,0.1,1.4,1.3,11.9,82.35294118,38.83495146,37.31343284
575,Corey Henson\corey-henson-1,JR,2016-17,G,Wagner,NEC,34,4.7,11.7,2.7,5.5,2,6.2,2.5,3,0.3,2.3,2.7,2.9,0.8,0.1,2.5,2.1,14,83.33333333,40.17094017,32.25806452
576,Przemek Karnowski\przemek-karnowski-1,SR,2016-17,C,Gonzaga,WCC,22,5.3,8.7,5.3,8.7,0,0,1.7,2.9,1.3,4.3,5.7,2.1,0.4,0.8,1.6,2.2,12.4,58.62068966,60.91954023,0
577,Malik Moore\malik-moore-2,SO,2016-17,F,South Carolina Upstate,A-Sun,25.4,3.9,8.2,2.5,4.3,1.5,3.9,2.2,3.3,1.1,4.2,5.3,1.6,0.8,0.4,1.5,2.2,11.5,66.66666667,47.56097561,38.46153846
578,Jared Terrell\jared-terrell-1,JR,2016-17,G,Rhode Island,A-10,30.8,4.1,9.6,2.8,6,1.3,3.7,3.4,4.5,0.8,1.8,2.5,2,1,0.2,1.4,2.8,12.9,75.55555556,42.70833333,35.13513514
579,Quinton Forrest\quinton-forrest-1,SO,2016-17,G,Bethune-Cookman,MEAC,30.3,5.6,10,5,8,0.6,2,1.1,2.3,2.6,3,5.6,1.4,1.2,0.2,1.6,2.4,12.8,47.82608696,56,30
580,Jeremy Hollimon\jeremy-hollimon-1,SR,2016-17,G,Troy,Sun Belt,21.3,4,8.2,2.7,5.1,1.3,3.1,2.9,3.7,0.8,1.3,2.1,1.8,0.4,0.2,1.7,1.9,12.3,78.37837838,48.7804878,41.93548387
581,Kajon Mack\kajon-mack-1,SR,2016-17,G,Tennessee Tech,OVC,29.3,3.8,8.5,2.7,5.4,1.1,3.1,2.9,3.9,1.5,3.4,4.9,2.9,1.3,0.5,1.9,2.6,11.5,74.35897436,44.70588235,35.48387097
582,DeJuan Marrero\dejuan-marrero-1,SR,2016-17,F,Morehead State,OVC,28.3,5.2,11.5,5.2,11.5,0,0,2.4,3.4,3.2,5.4,8.6,1.5,1.2,0.6,2.6,3.1,12.8,70.58823529,45.2173913,0
583,Sam McDaniel\sam-mcdaniel-1,JR,2016-17,G,Louisiana-Monroe,Sun Belt,31.3,4.5,11.5,3.4,7.5,1.1,4,2.2,3,1.7,5.4,7.1,1.5,0.6,0.2,2,2.7,12.3,73.33333333,39.13043478,27.5
584,Deontae North\deontae-north-1,JR,2016-17,G,Portland State,Big Sky,25.4,4.8,10.3,3.2,5.8,1.6,4.6,2.7,4.1,1.1,2.7,3.8,1.9,1.2,0.3,1.6,2.4,14,65.85365854,46.60194175,34.7826087
585,Greg Pryor\greg-pryor-1,SR,2016-17,G,Chattanooga,Southern,29.2,3.7,7.9,2,3.5,1.8,4.5,3.1,4,0.5,2,2.5,2.7,1.6,0.2,2.3,2.4,12.3,77.5,46.83544304,40
586,Rodney Purvis\rodney-purvis-1,SR,2016-17,G,Connecticut,AAC,36.6,4.5,12,2.2,5.4,2.3,6.6,2.1,2.7,0.3,4.1,4.5,2.7,1,0.1,2.1,2,13.4,77.77777778,37.5,34.84848485
587,Duop Reath\duop-reath-1,JR,2016-17,F,Louisiana State,SEC,27.8,5.4,10.3,5,9.2,0.4,1.1,1.6,2.7,2.2,4.2,6.4,0.9,0.5,1.6,2.3,3.4,12.8,59.25925926,52.42718447,36.36363636
588,Steve Santa Ana\steve-santaana-1,SO,2016-17,G,Elon,CAA,29.2,3.9,10.2,1.8,3.5,2.1,6.7,1.9,2.4,0.6,3.4,4,2,1.1,0.1,1.4,2.3,11.9,79.16666667,38.23529412,31.34328358
589,B.J. Taylor\bj-taylor-1,SO,2016-17,G,Central Florida,AAC,35.5,5.4,12.8,4.2,8.9,1.2,3.9,4.8,6.5,0.4,3.9,4.4,3.7,1.2,0.1,2.5,1.8,16.9,73.84615385,42.1875,30.76923077
590,Keith Braxton\keith-braxton-1,FR,2016-17,G,Saint Francis (PA),NEC,33,4.8,9.2,4.2,7.8,0.6,1.4,2.5,3.3,1.9,6.6,8.6,3,1.6,0.4,2.4,1.9,12.8,75.75757576,52.17391304,42.85714286
591,Deven Simms\deven-simms-1,JR,2016-17,G,Arkansas State,Sun Belt,26.4,5,10.3,4.5,8.8,0.5,1.5,3,4,1,3.9,4.9,1.8,1,0.4,2.3,1.5,13.3,75,48.54368932,33.33333333
592,Grant Williams\grant-williams-1,FR,2016-17,F,Tennessee,SEC,24.5,4.3,8,4,7.1,0.3,0.9,3.5,5.3,2.5,2.9,5.4,1.2,0.8,1.9,1.9,3.2,12.3,66.03773585,53.75,33.33333333
593,Marcus Barham\marcus-barham-1,JR,2016-17,G,Florida A&M,MEAC,30.3,4.4,10.6,1.9,4.5,2.4,6.1,1.6,2.4,0.7,2.8,3.5,2,1.1,0.3,1.8,2.3,12.8,66.66666667,41.50943396,39.3442623
594,Jordan Fox\jordan-fox-1,SO,2016-17,G,Army,Patriot,32,4.1,9.7,2.4,5.1,1.7,4.5,1.8,2.3,0.3,2.1,2.4,4.8,0.9,0,2,2.6,11.8,78.26086957,42.26804124,37.77777778
595,Obinna Oleka\obinna-oleka-1,SR,2016-17,F,Arizona State,Pac-12,32.4,4.2,10.1,3.5,7.1,0.7,3,3.1,4.5,3,7.1,10.1,1.3,1,0.8,2,2.6,12.3,68.88888889,41.58415842,23.33333333
596,Kamau Stokes\kamau-stokes-1,SO,2016-17,G,Kansas State,Big 12,33,3.7,9.7,1.7,4.7,1.9,5,3,4.1,0.5,2.1,2.6,4.3,1.2,0,2.7,2,12.3,73.17073171,38.1443299,38
597,Ryan Taylor\ryan-taylor-1,SR,2016-17,F,Marshall,CUSA,28.8,5.3,10.3,4.7,8.2,0.6,2.1,3.4,5.5,1.9,6.5,8.4,2.5,0.7,1.8,2.3,3.6,14.5,61.81818182,51.45631068,28.57142857
598,Barry Brown\barry-brown-1,SO,2016-17,G,Kansas State,Big 12,32.4,4.5,10.7,3.1,6.5,1.3,4.1,2,3.1,0.5,2.7,3.3,2.5,2.4,0.1,1.8,1.8,12.2,64.51612903,42.05607477,31.70731707
599,Charlie Brown\charlie-brown-2,FR,2016-17,F,Saint Joseph's,A-10,33.6,4.1,10.3,1.7,4.5,2.4,5.8,2.2,2.6,1.1,4.1,5.2,1,0.8,0.6,1,2.2,12.7,84.61538462,39.80582524,41.37931034
600,John Davis\john-davis-4,SR,2016-17,F,Towson,CAA,23,4.7,8.9,4.5,8,0.2,0.9,2.3,3.3,2.1,5.4,7.6,0.8,0.6,0.5,1.4,2.4,11.8,69.6969697,52.80898876,22.22222222
601,Daniel Fowler\daniel-fowler-1,JR,2016-17,G,Furman,Southern,30,3.8,8.3,2.6,4.8,1.3,3.4,2.5,3.2,1.3,2.9,4.3,3.9,1.2,0.2,1.9,2.1,11.4,78.125,45.78313253,38.23529412
602,Tyrell Green\tyrell-green-1,SR,2016-17,F,Nevada-Las Vegas,MWC,25.7,4.2,10.1,2.6,5.7,1.7,4.4,2.1,2.8,1.5,3.8,5.3,0.9,0.8,0.2,1.2,1.9,12.2,75,41.58415842,38.63636364
